Date,Calories (kcal),Distance (m),Average heart rate (bpm),Max heart rate (bpm),Min heart rate (bpm),Low latitude (deg),Low longitude (deg),High latitude (deg),High longitude (deg),Average speed (m/s),Max speed (m/s),Min speed (m/s),Step count,Average weight (kg),Max weight (kg),Min weight (kg),Biking duration (ms),Inactive duration (ms),Walking duration (ms),Running duration (ms),Treadmill duration (ms),Light sleeping duration (ms),Deep sleeping duration (ms),Awake mid-sleeping duration (ms)
2015-09-06,3264.33544921875,1811.721923828125,,,,-23.634647369384766,-46.772464752197266,-23.52355194091797,-46.63506317138672,9.030044555664062,20.049999237060547,1.350000023841858,3473,,,,,53424786,2417517,,,,,
2015-09-07,2873.601806640625,32.749393463134766,,,,-23.57063102722168,-46.64781188964844,-23.57025146484375,-46.647220611572266,0.6000000238418579,0.6000000238418579,0.6000000238418579,525,,,,,85007412,84211,,,,,
2015-09-08,2605.21875,541.4805297851562,,,,-23.589000701904297,-46.767452239990234,-23.525976181030273,-46.64564514160156,5.060749530792236,16.260000228881836,0.7799999713897705,1325,,,,,75884686,725613,,,,,
2015-09-09,3345.36279296875,2485.599853515625,,,,-23.586822509765625,-46.73130416870117,-23.562625885009766,-46.64632797241211,6.428499221801758,16.190000534057617,2.5,3961,,,,,78926127,2901378,,,,,
2015-09-10,3349.080322265625,1647.38720703125,,,,-23.58013916015625,-46.73076629638672,-23.560583114624023,-46.64681625366211,4.253272533416748,10.899999618530273,0.6600000262260437,3062,,,,,76689020,2923574,,,,,
2015-09-11,3151.22900390625,1212.0147705078125,,,,-23.570646286010742,-46.766815185546875,-23.52914810180664,-46.64724349975586,,,,2286,,,,,80320426,1742092,,,,,
2015-09-12,3042.3330078125,521.4398193359375,,,,-23.592193603515625,-46.77275085449219,-23.523582458496094,-46.647247314453125,4.869927406311035,18.739999771118164,0.6800000071525574,1769,,,,,77875779,1091806,,,,,
2015-09-13,3011.017333984375,491.7533264160156,,,,-23.590999603271484,-46.774940490722656,-23.52354621887207,-46.645652770996094,7.36043119430542,18.0,0.5600000023841858,1124,,,,,77376677,904801,,,,,
2015-09-14,3240.080322265625,1803.622314453125,,,,-23.58860206604004,-46.7305908203125,-23.562572479248047,-46.64722442626953,8.287223815917969,16.639999389648438,0.5199999809265137,3120,,,,,78593612,2272676,,,,,
2015-09-15,3122.419677734375,900.6986694335938,,,,-23.58758544921875,-46.73252868652344,-23.550498962402344,-46.64585876464844,5.912048816680908,19.290000915527344,1.2699999809265137,1615,,,,,80174344,1570051,,,,,
2015-09-16,3136.174072265625,1056.3175048828125,,,,-23.589162826538086,-46.73554611206055,-23.553197860717773,-46.64579391479492,3.265620470046997,13.520000457763672,0.6899999976158142,2028,,,,,78674374,1652186,,,,,
2015-09-17,3118.115966796875,948.981689453125,,,,-23.586759567260742,-46.731754302978516,-23.558107376098633,-46.64717102050781,,,,1567,,,,,79119661,1544350,,,,,
2015-09-18,3012.042236328125,657.5538330078125,,,,-23.581220626831055,-46.76685333251953,-23.52903175354004,-46.6462287902832,7.199999809265137,7.199999809265137,7.199999809265137,1224,,,,,80406354,910921,,,,,
2015-09-19,3030.349365234375,430.04827880859375,,,,-23.592790603637695,-46.773006439208984,-23.523948669433594,-46.64725112915039,12.91048526763916,18.389999389648438,3.609999895095825,1001,,,,,79013440,1020148,,,,,
2015-09-20,2878.950927734375,15.992284774780273,,,,-23.591243743896484,-46.7668571472168,-23.52351188659668,-46.6456298828125,8.6978759765625,9.789999961853027,5.0,447,,,,,81195608,116153,,,,,
2015-09-21,3114.8828125,957.5402221679688,,,,-23.58677864074707,-46.7305908203125,-23.562896728515625,-46.64720916748047,7.022119045257568,16.010000228881836,0.6100000143051147,1868,,,,,80011071,1525041,,,,,
2015-09-22,3276.978515625,1548.7957763671875,,,,-23.580968856811523,-46.73295593261719,-23.550674438476562,-46.64704132080078,6.130435943603516,18.860000610351562,0.5,2760,,,,,78102532,2493017,,,,,
2015-09-23,3227.317626953125,1189.873779296875,,,,-23.586837768554688,-46.73088455200195,-23.563404083251953,-46.64595413208008,2.383512258529663,16.6200008392334,0.550000011920929,1966,,,,,79543843,2196267,,,,,
2015-09-24,3243.5517578125,1595.6309814453125,,,,-23.585247039794922,-46.7305908203125,-23.557384490966797,-46.64725875854492,0.9889323711395264,15.789999961853027,0.6200000047683716,2505,,,,,78239942,2293401,,,,,
2015-09-25,2997.43310546875,685.5987548828125,,,,-23.586849212646484,-46.731056213378906,-23.562570571899414,-46.64724349975586,5.588735580444336,16.09000015258789,0.5799999833106995,1260,,,,,79378877,823681,,,,,
2015-09-26,2859.499755859375,,,,,-23.570640563964844,-46.64807891845703,-23.57011604309082,-46.647212982177734,,,,4,,,,,86400000,,,,,,
2015-09-27,2859.499755859375,,,,,,,,,,,,,,,,,86400000,,,,,,
2015-09-28,2867.996337890625,7.269220352172852,,,,-23.5865421295166,-46.73040008544922,-23.563207626342773,-46.64726257324219,5.260286808013916,16.3700008392334,0.5099999904632568,82,,,,,83398518,50738,,,,,
2015-09-29,3137.6533203125,1141.4122314453125,,,,-23.587783813476562,-46.74016571044922,-23.550762176513672,-46.64725112915039,6.913112163543701,17.329999923706055,0.6600000262260437,2231,,,,,77057364,1661022,,,,,
2015-09-30,3424.09521484375,2859.931396484375,,,,-23.588661193847656,-46.73102951049805,-23.563541412353516,-46.6460075378418,2.515896797180176,15.800000190734863,0.5099999904632568,4690,,,,,72127745,3241218,60162,,,,
2015-10-01,3107.078369140625,1069.753173828125,,,,-23.58649444580078,-46.73897171020508,-23.552143096923828,-46.647212982177734,7.556419372558594,16.68000030517578,0.5,1802,,,,,78792987,1478436,,,,,
2015-10-02,3116.143310546875,969.24853515625,,,,-23.57067108154297,-46.77219009399414,-23.527318954467773,-46.64718246459961,1.9079616069793701,13.930000305175781,0.6200000047683716,1736,,,,,76611885,1532577,,,,,
2015-10-03,2887.386474609375,34.16533660888672,,,,-23.592330932617188,-46.7670783996582,-23.523555755615234,-46.64716720581055,1.379468560218811,17.989999771118164,0.5099999904632568,745,,,,,79855539,166529,,,,,
2015-10-04,2879.4130859375,28.0,,,,-23.570615768432617,-46.647918701171875,-23.570432662963867,-46.647239685058594,,,,288,,,,,86216508,118914,,,,,
2015-10-05,3010.790771484375,560.2897338867188,,,,-23.5867919921875,-46.74763107299805,-23.557575225830078,-46.64630126953125,6.832098484039307,15.369999885559082,0.5600000023841858,1362,,,,,77065370,903448,,,,,
2015-10-06,3179.50537109375,1347.4945068359375,,,,-23.588973999023438,-46.73076248168945,-23.563060760498047,-46.645896911621094,10.619572639465332,17.329999923706055,3.6700000762939453,2239,,,,,80202838,1910602,,,,,
2015-10-07,3442.053466796875,2563.105224609375,,,,-23.59033203125,-46.730831146240234,-23.562753677368164,-46.64609909057617,5.8453521728515625,14.699999809265137,0.5,4616,,,,,75711703,3478772,,,,,
2015-10-08,3054.43359375,884.1607055664062,,,,-23.590240478515625,-46.7305908203125,-23.563316345214844,-46.646240234375,6.578360080718994,14.5600004196167,2.0799999237060547,1848,,,,,79477045,1164067,,,,,
2015-10-09,3091.703369140625,857.9849243164062,,,,-23.590238571166992,-46.778011322021484,-23.5268611907959,-46.64724349975586,3.8271965980529785,17.510000228881836,1.4600000381469727,2358,,,,,74891852,1386630,,,,,
2015-10-10,3305.06201171875,875.3667602539062,,,,-23.57057762145996,-47.56680679321289,-21.468706130981445,-46.64728927612305,13.403367042541504,27.530000686645508,0.7400000095367432,3645,,,,,58089991,2660719,,,,,
2015-10-11,3091.3271484375,455.49359130859375,,,,-23.592552185058594,-47.55918884277344,-21.475505828857422,-46.64724349975586,3.3332324028015137,16.700000762939453,0.6399999856948853,1399,,,,,69732838,1384377,,,,,
2015-10-12,2902.0400390625,79.96142578125,,,,-23.576595306396484,-46.6478157043457,-23.570449829101562,-46.646759033203125,,,,558,,,,,83289524,254032,,,,,
2015-10-13,3078.42822265625,797.229736328125,,,,-23.626190185546875,-46.7305908203125,-23.562602996826172,-46.64590072631836,11.445609092712402,16.25,2.9600000381469727,1633,,,,,79095364,1306112,,,,,
2015-10-14,3193.65966796875,992.5995483398438,,,,-23.58861541748047,-46.74796676635742,-23.551313400268555,-46.645320892333984,4.0301384925842285,19.350000381469727,0.5699999928474426,1639,,,,,79393289,1995469,,,,,
2015-10-15,3071.052978515625,893.702880859375,,,,-23.586565017700195,-46.73078155517578,-23.56280517578125,-46.64726638793945,4.263522624969482,17.1200008392334,0.699999988079071,1654,,,,,78612119,1263310,,,,,
2015-10-16,3194.220947265625,1055.665771484375,,,,-23.586877822875977,-46.7305908203125,-23.562847137451172,-46.64524459838867,6.700234889984131,15.390000343322754,0.5600000023841858,1902,,,,,77217719,1998819,,,,,
2015-10-17,3015.18896484375,216.76026916503906,,,,-23.59124183654785,-46.77301788330078,-23.52920150756836,-46.647274017333984,,,,1062,,,,,77943809,929712,,,,,
2015-10-18,2923.556640625,741.2852172851562,,,,-23.575929641723633,-46.766990661621094,-23.50885581970215,-46.63376998901367,1.2182693481445312,17.190000534057617,0.5600000023841858,1607,,,,,77259505,1094011,,,,,
2015-10-19,2974.908203125,688.5601806640625,,,,-23.586811065673828,-46.730899810791016,-23.562793731689453,-46.64643096923828,8.893694877624512,12.229999542236328,3.509999990463257,1343,,,,,80372929,688645,,,,,
2015-10-20,3118.380126953125,785.6568603515625,,,,-23.58686637878418,-46.7308235168457,-23.563541412353516,-46.647274017333984,6.29519510269165,16.90999984741211,0.7300000190734863,1502,,,,,80352942,1545927,,,,,
2015-10-21,3133.734619140625,1135.9381103515625,,,,-23.588653564453125,-46.73084259033203,-23.554340362548828,-46.64622497558594,6.409119606018066,12.850000381469727,0.9800000190734863,2135,,,,,79968932,1637624,,,,,
2015-10-22,3163.493896484375,1025.0880126953125,,,,-23.590024948120117,-46.734519958496094,-23.553346633911133,-46.647281646728516,6.764751434326172,16.09000015258789,0.5899999737739563,1963,,,,,78468833,1815331,,,,,
2015-10-23,3195.2314453125,1376.5218505859375,,,,-23.5706787109375,-46.780330657958984,-23.521408081054688,-46.64727783203125,2.2029335498809814,7.489999771118164,0.6899999976158142,2624,,,,,77552266,2004857,,,,,
2015-10-24,3157.215087890625,650.5912475585938,,,,-23.580013275146484,-46.768001556396484,-23.52812957763672,-46.64724349975586,3.947761297225952,14.220000267028809,0.9300000071525574,1658,,,,,74067462,1777834,,,,,
2015-10-25,2859.5,,,,,-23.570634841918945,-46.77290725708008,-23.52484893798828,-46.647159576416016,17.947715759277344,19.649999618530273,6.309999942779541,569,,,,,80685734,,,,,,
2015-10-26,3029.85595703125,747.575439453125,,,,-23.59113883972168,-46.7310676574707,-23.563091278076172,-46.646018981933594,9.324275016784668,15.949999809265137,0.8500000238418579,1372,,,,,79944222,1017299,,,,,
2015-10-27,3231.424560546875,1467.018310546875,,,,-23.586668014526367,-46.7305908203125,-23.56283950805664,-46.64717483520508,6.230915546417236,15.65999984741211,0.800000011920929,2357,,,,,78756953,2220986,,,,,
2015-10-28,3139.979248046875,1393.592041015625,,,,-23.589630126953125,-46.77541732788086,-23.520538330078125,-46.64507293701172,6.5381574630737305,22.75,0.5099999904632568,2586,,,,,69642955,1674911,,,,,
2015-10-29,3047.87939453125,566.5333862304688,,,,-23.586740493774414,-46.7674446105957,-23.52920913696289,-46.64018630981445,6.759060859680176,13.960000038146973,0.5199999809265137,1823,,,,,73953443,1124926,,,,,
2015-10-30,3033.08984375,520.3265991210938,,,,-23.573833465576172,-46.76708984375,-23.525142669677734,-46.64139938354492,2.3290536403656006,13.050000190734863,0.5299999713897705,1634,,,,,75563713,1036611,,,,,
2015-10-31,2879.744873046875,49.903831481933594,,,,-23.570629119873047,-46.77850341796875,-23.527313232421875,-46.64603805541992,5.26271915435791,10.069999694824219,0.6600000262260437,893,,,,,78526381,120894,,,,,
2015-11-01,2945.137451171875,161.12628173828125,,,,-23.570632934570312,-46.76712417602539,-23.525449752807617,-46.64717102050781,0.966427743434906,1.1399999856948853,0.7900000214576721,718,,,,,80641515,511395,,,,,
2015-11-02,2951.46875,88.10664367675781,,,,-23.592561721801758,-46.767330169677734,-23.523561477661133,-46.647151947021484,12.995272636413574,21.969999313354492,2.690000057220459,361,,,,,66863903,549201,,,,,
2015-11-03,3059.713623046875,1004.0875244140625,,,,-23.59040641784668,-46.7305908203125,-23.563566207885742,-46.64531707763672,10.831856727600098,16.68000030517578,0.9300000071525574,1573,,,,,80849626,1195596,,,,,
2015-11-04,3407.2744140625,2289.18408203125,,,,-23.588651657104492,-46.730892181396484,-23.56267547607422,-46.64617919921875,5.0366621017456055,14.329999923706055,0.5400000214576721,3772,,,,,78736204,3271089,,,,,
2015-11-05,3220.49853515625,1615.5322265625,,,,-23.58962631225586,-46.73243713378906,-23.550798416137695,-46.64591598510742,9.544174194335938,18.56999969482422,1.399999976158142,2699,,,,,79645285,2155535,,,,,
2015-11-06,3433.1015625,2524.7041015625,,,,-23.589641571044922,-46.7305908203125,-23.55510902404785,-46.64677429199219,1.2001636028289795,14.84000015258789,0.5400000214576721,4063,,,,,74008252,3425319,,,,,
2015-11-07,2984.41455078125,238.09967041015625,,,,-23.59079360961914,-46.8402214050293,-23.519142150878906,-46.640193939208984,13.883996963500977,19.829999923706055,0.5299999713897705,1222,,,,,72280812,745939,,,,,
2015-11-08,2864.88232421875,5.088454246520996,,,,-23.570743560791016,-46.64778137207031,-23.5704402923584,-46.64717483520508,0.699999988079071,0.699999988079071,0.699999988079071,169,,,,,84897197,32141,,,,,
2015-11-09,3054.510498046875,760.234375,,,,-23.588645935058594,-46.730560302734375,-23.5634765625,-46.64716720581055,9.39515495300293,14.829999923706055,0.550000011920929,1504,,,,,81300132,1164524,,,,,
2015-11-10,3071.4189453125,600.951171875,,,,-23.586801528930664,-46.730831146240234,-23.56261444091797,-46.64532470703125,5.434327125549316,14.079999923706055,1.090000033378601,1234,,,,,78006431,1265492,,,,,
2015-11-11,3231.91259765625,1461.3939208984375,,,,-23.588680267333984,-46.73097610473633,-23.554105758666992,-46.64627456665039,9.07033634185791,11.029999732971191,3.3299999237060547,2638,,,,,79161333,2223292,,,,,
2015-11-12,3201.333984375,1324.277587890625,,,,-23.63861656188965,-46.7312126159668,-23.564321517944336,-46.64720916748047,0.5950000286102295,0.6399999856948853,0.550000011920929,2870,,,,,78082796,2041292,,,,,
2015-11-13,3110.142578125,904.401123046875,,,,-23.63858985900879,-46.766849517822266,-23.527023315429688,-46.627037048339844,10.913329124450684,17.479999542236328,1.5800000429153442,2385,,,,,76086768,1496739,,,,,
2015-11-14,2907.04248046875,116.32201385498047,,,,-23.592262268066406,-46.77290725708008,-23.52350425720215,-46.6472282409668,1.7816295623779297,18.8799991607666,0.5,801,,,,,80059061,283906,,,,,
2015-11-15,2859.500244140625,,,,,-23.570650100708008,-46.64775085449219,-23.570465087890625,-46.64719772338867,,,,231,,,,,86400000,,,,,,
2015-11-16,3038.947998046875,756.0726928710938,,,,-23.586811065673828,-46.73313903808594,-23.549785614013672,-46.647159576416016,9.423813819885254,19.389999389648438,0.5299999713897705,1374,,,,,81064907,1071596,,,,,
2015-11-17,3086.210693359375,806.97314453125,,,,-23.5872859954834,-46.74498748779297,-23.53004264831543,-46.647159576416016,6.859519958496094,19.260000228881836,0.5299999713897705,1431,,,,,75723047,1353824,,,,,
2015-11-18,3241.3037109375,1571.2786865234375,,,,-23.590545654296875,-46.73106384277344,-23.562721252441406,-46.64589309692383,8.382670402526855,14.819999694824219,0.6800000071525574,2896,,,,,77095897,2279977,,,,,
2015-11-19,3037.93505859375,761.555419921875,,,,-23.591161727905273,-46.76692199707031,-23.528831481933594,-46.645633697509766,4.200863838195801,11.15999984741211,0.550000011920929,1753,,,,,65845807,1065542,,,,,
2015-11-20,2951.769287109375,68.33067321777344,,,,-23.592571258544922,-46.772647857666016,-23.527544021606445,-46.64720916748047,7.769315719604492,19.309999465942383,0.6100000143051147,845,,,,,80034891,550995,,,,,
2015-11-21,2859.500244140625,,,,,-23.574542999267578,-46.651039123535156,-23.570154190063477,-46.64702606201172,,,,453,,,,,82460238,,,,,,
2015-11-22,2939.736328125,165.55072021484375,,,,-23.612571716308594,-46.6572265625,-23.570470809936523,-46.6459846496582,,,,547,,,,,83432049,479140,,,,,
2015-11-23,3206.303955078125,1204.4107666015625,,,,-23.590776443481445,-46.730587005615234,-23.563058853149414,-46.647159576416016,1.1091822385787964,14.119999885559082,0.5099999904632568,2076,,,,,79016147,2070839,,,,,
2015-11-24,3024.130126953125,750.1743774414062,,,,-23.586923599243164,-46.730587005615234,-23.562808990478516,-46.64590835571289,10.33045482635498,14.930000305175781,4.170000076293945,1603,,,,,79385399,983103,,,,,
2015-11-25,3217.345947265625,1964.274658203125,,,,-23.588912963867188,-46.73107147216797,-23.562562942504883,-46.647159576416016,9.09779167175293,15.319999694824219,0.5099999904632568,3063,,,,,77914568,2136911,,,,,
2015-11-26,3141.34326171875,930.79296875,,,,-23.587491989135742,-46.7722282409668,-23.52919578552246,-46.64503860473633,2.99131178855896,14.1899995803833,0.5299999713897705,2237,,,,,71630366,1683053,,,,,
2015-11-27,2986.861328125,347.72076416015625,,,,-23.5895938873291,-46.73038101196289,-23.562955856323242,-46.647029876708984,9.133519172668457,14.479999542236328,1.9199999570846558,1181,,,,,78893050,760552,,,,,
2015-11-28,3278.58642578125,2178.89013671875,,,,-23.59029769897461,-46.772953033447266,-23.526779174804688,-46.646697998046875,6.467801094055176,15.850000381469727,0.5199999809265137,3497,,,,,75657811,2502612,,,,,
2015-11-29,2885.058837890625,50.27101135253906,,,,-23.587650299072266,-46.76316452026367,-23.523698806762695,-46.647178649902344,12.136691093444824,19.270000457763672,0.9399999976158142,251,,,,,74320372,152629,,,,,
2015-11-30,2941.581298828125,371.7118835449219,,,,-23.58860969543457,-46.730587005615234,-23.562597274780273,-46.64714813232422,10.435552597045898,14.8100004196167,1.1699999570846558,1459,,,,,56604369,490158,,,,,
2015-12-01,3029.412353515625,878.0973510742188,,,,-23.589637756347656,-46.73292922973633,-23.550640106201172,-46.646297454833984,10.049287796020508,18.459999084472656,5.329999923706055,1460,,,,,78899742,1014647,,,,,
2015-12-02,3083.443115234375,929.85498046875,,,,-23.59133529663086,-46.7303352355957,-23.554006576538086,-46.64547348022461,6.1565141677856445,13.479999542236328,0.8100000023841858,1820,,,,,76091361,1337297,,,,,
2015-12-03,3151.7255859375,1217.1151123046875,,,,-23.58664321899414,-46.74000930786133,-23.551239013671875,-46.64712905883789,3.251352310180664,15.180000305175781,0.5299999713897705,2267,,,,,76616985,1745054,,,,,
2015-12-04,2966.806884765625,526.444580078125,,,,-23.586902618408203,-46.73061752319336,-23.563308715820312,-46.64717102050781,1.5690677165985107,15.079999923706055,0.5799999833106995,946,,,,,80361436,640795,,,,,
2015-12-05,3031.2509765625,473.44976806640625,,,,-23.588584899902344,-46.7725715637207,-23.52486228942871,-46.64618682861328,14.347373962402344,17.979999542236328,0.5699999928474426,1114,,,,,78675500,1025627,,,,,
2015-12-06,2859.499755859375,,,,,-23.5919189453125,-46.77267074584961,-23.5212345123291,-46.64716339111328,5.827639579772949,17.530000686645508,0.6499999761581421,328,,,,,81862124,,,,,,
2015-12-07,2997.6630859375,621.9175415039062,,,,-23.588115692138672,-46.73070526123047,-23.563194274902344,-46.64601516723633,8.054303169250488,13.670000076293945,0.5699999928474426,1289,,,,,80868720,825060,,,,,
2015-12-08,3077.0283203125,811.7067260742188,,,,-23.591215133666992,-46.73044204711914,-23.560548782348633,-46.64595031738281,1.2764968872070312,14.960000038146973,0.5699999928474426,1524,,,,,78803247,1298992,,,,,
2015-12-09,3107.88623046875,1346.5706787109375,,,,-23.57410430908203,-46.64763641357422,-23.569305419921875,-46.642520904541016,2.1364424228668213,2.799999952316284,0.7099999785423279,2347,,,,,84574751,1483264,,,,,
2015-12-10,3152.923828125,945.2841796875,,,,-23.589250564575195,-46.73070526123047,-23.562545776367188,-46.64479064941406,6.224961280822754,15.279999732971191,0.5099999904632568,2171,,,,,79081229,1752210,,,,,
2015-12-11,3058.8603515625,835.2156372070312,,,,-23.590620040893555,-46.78125,-23.476652145385742,-46.6454963684082,5.628368854522705,19.56999969482422,0.5,2046,,,,,72961890,1190502,,,,,
2015-12-12,3146.157470703125,1036.9854736328125,,,,-23.580646514892578,-46.768646240234375,-23.525218963623047,-46.63352584838867,3.6906213760375977,15.079999923706055,0.5899999737739563,1999,,,,,72397434,1711807,,,,,
2015-12-13,2949.11474609375,135.95504760742188,,,,-23.59148597717285,-46.777366638183594,-23.522090911865234,-46.64714050292969,14.170658111572266,19.850000381469727,0.5299999713897705,1134,,,,,78000328,535145,,,,,
2015-12-14,3254.33935546875,1282.055908203125,,,,-23.59140968322754,-46.733375549316406,-23.550424575805664,-46.64546585083008,8.441705703735352,19.040000915527344,0.9900000095367432,2337,,,,,79336812,2357823,,,,,
2015-12-15,3063.19580078125,761.2379760742188,,,,-23.589658737182617,-46.74516677856445,-23.556121826171875,-46.64558029174805,5.976379871368408,14.010000228881836,0.5299999713897705,1621,,,,,77949165,1216391,,,,,
2015-12-16,3071.3828125,933.9026489257812,,,,-23.59001350402832,-46.7312126159668,-23.56252098083496,-46.64052963256836,4.904299259185791,13.619999885559082,0.5899999737739563,2005,,,,,79051688,1265281,,,,,
2015-12-17,2932.88623046875,322.8249206542969,,,,-23.586774826049805,-46.73011779785156,-23.551618576049805,-46.645442962646484,4.238968849182129,13.550000190734863,0.5400000214576721,789,,,,,78985608,438235,,,,,
2015-12-18,2998.900634765625,390.0384216308594,,,,-23.59002685546875,-46.76883316040039,-23.5263729095459,-46.64649963378906,3.860300302505493,7.28000020980835,0.5199999809265137,1620,,,,,75284397,832446,,,,,
2015-12-19,2985.392333984375,222.06214904785156,,,,-23.592880249023438,-46.772708892822266,-23.523487091064453,-46.6472053527832,1.6378957033157349,15.949999809265137,0.5199999809265137,1164,,,,,79764697,751778,,,,,
2015-12-20,2956.7822265625,195.7211456298828,,,,-23.57068634033203,-46.647682189941406,-23.570457458496094,-46.647117614746094,,,,982,,,,,84416508,580931,,,,,
2015-12-21,3003.510498046875,302.88067626953125,,,,-23.59290885925293,-46.78128433227539,-23.520483016967773,-46.647178649902344,4.6146111488342285,21.809999465942383,0.5099999904632568,889,,,,,72626162,859970,,,,,
2015-12-22,3050.3935546875,394.5738525390625,,,,-23.592538833618164,-46.78044509887695,-23.521345138549805,-46.63847732543945,2.8062994480133057,19.229999542236328,0.7599999904632568,1934,,,,,74017366,1139939,,,,,
2015-12-23,2945.53515625,206.05430603027344,,,,-23.6283016204834,-46.66205596923828,-23.56541633605957,-46.64543151855469,5.549324989318848,10.8100004196167,0.5699999928474426,1271,,,,,81034767,511619,,,,,
2015-12-24,3018.7236328125,236.6698455810547,,,,-23.592836380004883,-46.766883850097656,-23.52350616455078,-46.645484924316406,10.69815444946289,19.6200008392334,6.21999979019165,1585,,,,,77698267,950819,,,,,
2015-12-25,2887.66748046875,71.44227600097656,,,,-23.57186508178711,-46.77884292602539,-23.52200698852539,-46.64655685424805,8.512155532836914,18.200000762939453,0.6600000262260437,542,,,,,84227763,168205,,,,,
2015-12-26,3075.95556640625,817.9884033203125,,,,-23.592958450317383,-46.76705551147461,-23.529144287109375,-46.64542007446289,7.579076290130615,20.09000015258789,0.5199999809265137,2183,,,,,81702303,1292588,,,,,
2015-12-27,2903.736572265625,53.021690368652344,,,,-23.591318130493164,-46.772830963134766,-23.523710250854492,-46.64634323120117,8.286938667297363,20.899999618530273,0.5799999833106995,285,,,,,74650721,264164,,,,,
2015-12-28,2970.824462890625,161.37669372558594,,,,-23.589387893676758,-46.7792854309082,-23.52142906188965,-46.64506149291992,4.360927581787109,13.449999809265137,0.5099999904632568,846,,,,,82718929,664785,,,,,
2015-12-29,2899.213134765625,59.734214782714844,,,,-23.58769416809082,-46.7668342590332,-23.523618698120117,-46.647117614746094,12.132396697998047,18.010000228881836,0.5600000023841858,733,,,,,83463514,237152,,,,,
2015-12-30,2935.294921875,71.96527862548828,,,,-23.570659637451172,-46.647789001464844,-23.569894790649414,-46.64698028564453,1.9850000143051147,2.680000066757202,1.2899999618530273,501,,,,,85785543,452618,,,,,
2015-12-31,2967.43505859375,138.1151885986328,,,,-23.590717315673828,-46.77079391479492,-23.528839111328125,-46.64508056640625,1.4349992275238037,1.8799999952316284,0.9900000095367432,896,,,,,82669385,644544,,,,,
2016-01-01,2957.77001953125,173.2045440673828,,,,-23.591638565063477,-46.76681900024414,-23.52399444580078,-46.64720153808594,10.4358491897583,19.899999618530273,0.6299999952316284,1081,,,,,82500937,586830,,,,,
2016-01-02,3059.87109375,329.1993103027344,,,,-23.592906951904297,-46.77887725830078,-23.521835327148438,-46.64664840698242,8.08047103881836,19.709999084472656,0.6000000238418579,1449,,,,,80066733,1196535,,,,,
2016-01-03,3026.607666015625,294.2009582519531,,,,-23.592391967773438,-46.769107818603516,-23.526683807373047,-46.64564895629883,7.606147289276123,19.459999084472656,0.7699999809265137,902,,,,,78858595,997901,,,,,
2016-01-04,3513.00732421875,3318.3623046875,,,,-23.570789337158203,-46.65362548828125,-23.56329345703125,-46.64714813232422,0.8819678425788879,1.149999976158142,0.6200000047683716,5305,190.0,190.0,190.0,,81337330,3902485,,,,,
2016-01-05,3115.577880859375,1287.2030029296875,,,,-23.592906951904297,-46.77928161621094,-23.521432876586914,-46.64644241333008,1.4750813245773315,19.420000076293945,0.5099999904632568,1141,,,,,76946029,1479516,,,,,
2016-01-06,2939.363525390625,388.2903137207031,,,,-23.590970993041992,-46.737815856933594,-23.556018829345703,-46.64552688598633,8.28356647491455,14.520000457763672,0.5,840,,,,,75294461,588123,,,,,
2016-01-07,2904.97802734375,189.5218963623047,,,,-23.590768814086914,-46.730472564697266,-23.562532424926758,-46.647212982177734,8.738113403320312,15.890000343322754,0.5,1139,,,,,81480452,383050,,,,,
2016-01-08,2893.9228515625,167.56492614746094,,,,-23.590986251831055,-46.73041534423828,-23.55936050415039,-46.640380859375,7.848556041717529,14.960000038146973,1.4299999475479126,719,,,,,77010566,317118,,,,,
2016-01-09,2952.328369140625,165.44822692871094,,,,-23.586734771728516,-46.77372741699219,-23.522932052612305,-46.64642333984375,4.396282196044922,17.979999542236328,0.5699999928474426,958,,,,,73207749,665440,,,,,
2016-01-10,2942.812744140625,270.8147277832031,,,,-23.58513832092285,-46.81623840332031,-23.524810791015625,-46.64545440673828,5.709290027618408,17.40999984741211,0.5199999809265137,1738,,,,,79029894,608692,,,,,
2016-01-11,3176.6884765625,1317.5537109375,,,,-23.579538345336914,-46.65224075317383,-23.569942474365234,-46.64544677734375,0.5799999833106995,0.5799999833106995,0.5799999833106995,2427,,,,,79515979,2003492,,,,,
2016-01-12,2951.8896484375,454.5426330566406,,,,-23.586700439453125,-46.73020935058594,-23.55695343017578,-46.64714431762695,3.2313830852508545,14.3100004196167,0.5699999928474426,1183,,,,,79250478,662824,,,,,
2016-01-13,2989.500244140625,552.2120971679688,,,,-23.589244842529297,-46.73050308227539,-23.55458641052246,-46.64581298828125,4.065929889678955,13.279999732971191,0.5,1174,,,,,81207335,887126,,,,,
2016-01-14,2956.819580078125,209.41485595703125,,,,-23.590087890625,-46.77443313598633,-23.517423629760742,-46.645477294921875,5.9704060554504395,16.059999465942383,0.699999988079071,1025,,,,,68462450,692224,,,,,
2016-01-15,2931.47705078125,248.98599243164062,,,,-23.586849212646484,-46.7304573059082,-23.56256866455078,-46.648983001708984,5.287060260772705,15.34000015258789,0.5199999809265137,722,,,,,78807837,541086,,,,,
2016-01-16,2866.2646484375,48.76396179199219,,,,-23.592403411865234,-46.76686096191406,-23.523509979248047,-46.658721923828125,3.553582191467285,18.75,0.7799999713897705,742,,,,,78934121,152163,,,,,
